id,name,settlement_type,megye,jaras,terulet_hektar,population,lakasok_szama,latitude,longitude,climate_zone,data_source,created_at,updated_at,region_priority
1433,Kocsola,"község",Tolna,"Dombóvári",3334.0,1147,476,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1434,Kocsord,"község","Szabolcs-Szatmár-Bereg","Mátészalkai",2547.0,2688,1018,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1435,"Kóka","község",Pest,"Nagykátai",4436.0,4407,1847,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1436,Kokad,"község","Hajdú-Bihar",Derecskei,1610.0,521,243,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1437,"Kolontár","község","Veszprém",Devecseri,2172.0,683,268,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1438,"Komádi","város","Hajdú-Bihar","Berettyóújfalui",14465.0,4868,2441,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1439,"Komárom","város","Komárom-Esztergom","Komáromi",6991.0,20391,8991,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
1440,"Komjáti","község","Borsod-Abaúj-Zemplén","Edelényi",1108.0,187,135,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1441,"Komló","város",Baranya,"Komlói",4655.0,21695,11479,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
1442,"Komlódtótfalu","község","Szabolcs-Szatmár-Bereg",Csengeri,697.0,88,67,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1443,"Komlósd","község",Somogy,Barcsi,746.0,167,93,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1444,"Komlóska","község","Borsod-Abaúj-Zemplén","Sárospataki",2987.0,220,168,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1445,"Komoró","község","Szabolcs-Szatmár-Bereg","Záhonyi",1169.0,1123,458,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1446,Kompolt,"község",Heves,"Füzesabonyi",2273.0,1853,741,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1447,"Kondó","község","Borsod-Abaúj-Zemplén",Miskolci,1963.0,485,213,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1448,Kondorfa,"község",Vas,"Szentgotthárdi",2161.0,483,295,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1449,Kondoros,"város","Békés",Szarvasi,8184.0,4521,2424,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1450,"Kóny","község","Győr-Moson-Sopron",Csornai,2887.0,2697,1089,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1451,"Konyár","község","Hajdú-Bihar",Derecskei,4170.0,2026,829,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1452,"Kópháza","község","Győr-Moson-Sopron",Soproni,873.0,2023,757,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1453,"Koppányszántó","község",Tolna,"Tamási",2255.0,300,204,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1454,"Korlát","község","Borsod-Abaúj-Zemplén","Gönci",791.0,304,136,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1455,"Koroncó","község","Győr-Moson-Sopron","Győri",2690.0,2620,920,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1456,"Kórós","község",Baranya,Sellyei,1512.0,163,78,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1457,Kosd,"község",Pest,"Váci",3409.0,2480,921,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1458,"Kóspallag","község",Pest,Szobi,1277.0,704,311,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1459,"Kótaj","község","Szabolcs-Szatmár-Bereg","Nyíregyházi",2594.0,4464,1524,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1460,"Kovácshida","község",Baranya,"Siklósi",809.0,222,96,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1461,"Kovácsszénája","község",Baranya,"Pécsi",783.0,60,45,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1462,"Kovácsvágás","község","Borsod-Abaúj-Zemplén","Sátoraljaújhelyi",2108.0,575,225,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1463,"Kozárd","község","Nógrád","Pásztói",644.0,177,127,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1464,"Kozármisleny","város",Baranya,"Pécsi",1445.0,6750,2415,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1465,Kozmadombja,"község",Zala,Lenti,763.0,34,31,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1466,"Köblény","község",Baranya,"Komlói",804.0,197,104,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1467,"Köcsk","község",Vas,"Celldömölki",1258.0,243,156,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1468,"Kökény","község",Baranya,"Pécsi",490.0,622,250,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1469,"Kőkút","község",Somogy,"Kaposvári",2023.0,530,128,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1470,"Kölcse","nagyközség","Szabolcs-Szatmár-Bereg","Fehérgyarmati",2824.0,1184,530,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1471,"Kölesd","község",Tolna,"Szekszárdi",3813.0,1306,592,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1472,"Kölked","község",Baranya,"Mohácsi",6194.0,949,374,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1473,"Kömlő","község",Heves,Hevesi,4922.0,1909,656,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1474,"Kömlőd","község","Komárom-Esztergom","Oroszlányi",2284.0,1108,394,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1475,"Kömörő","község","Szabolcs-Szatmár-Bereg","Fehérgyarmati",1637.0,485,230,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1476,"Kömpöc","község","Bács-Kiskun",Kiskunmajsai,2998.0,662,345,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1477,"Körmend","város",Vas,"Körmendi",5279.0,10177,5101,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
1478,"Környe","község","Komárom-Esztergom","Tatabányai",4537.0,4858,1843,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1479,"Köröm","község","Borsod-Abaúj-Zemplén",Miskolci,834.0,1341,329,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1480,"Kőröshegy","község",Somogy,"Siófoki",2139.0,1422,692,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1481,"Körösladány","város","Békés",Szeghalmi,12379.0,4066,1894,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1482,"Körösnagyharsány","község","Békés",Sarkadi,1991.0,414,333,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1483,"Köröstarcsa","község","Békés","Békési",6280.0,2175,1189,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1484,"Kőröstetétlen","község",Pest,"Ceglédi",3265.0,704,329,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1485,"Körösújfalu","község","Békés",Szeghalmi,2530.0,335,262,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1486,"Körösszakál","község","Hajdú-Bihar","Berettyóújfalui",1502.0,671,331,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1487,"Körösszegapáti","község","Hajdú-Bihar","Berettyóújfalui",4585.0,799,474,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1488,"Kőszárhegy","község","Fejér","Székesfehérvári",590.0,1545,599,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1489,"Kőszeg","város",Vas,"Kőszegi",5466.0,11757,5169,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
1490,"Kőszegdoroszló","község",Vas,"Kőszegi",965.0,324,127,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1491,"Kőszegpaty","község",Vas,"Kőszegi",1225.0,192,83,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1492,"Kőszegszerdahely","község",Vas,"Kőszegi",737.0,535,224,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1493,"Kötcse","község",Somogy,"Siófoki",1954.0,488,290,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1494,"Kötegyán","község","Békés",Sarkadi,4295.0,1158,685,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1495,"Kőtelek","község","Jász-Nagykun-Szolnok",Szolnoki,4514.0,1506,813,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1496,"Kővágóörs","község","Veszprém",Tapolcai,2206.0,648,418,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1497,"Kővágószőlős","község",Baranya,"Pécsi",1825.0,1332,567,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1498,"Kővágótöttös","község",Baranya,"Pécsi",1394.0,325,132,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1499,"Kövegy","község","Csongrád-Csanád","Makói",971.0,314,230,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1500,"Köveskál","község","Veszprém",Tapolcai,1445.0,306,191,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1501,Krasznokvajda,"község","Borsod-Abaúj-Zemplén",Encsi,1144.0,450,201,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1502,Kulcs,"község","Fejér","Dunaújvárosi",1673.0,3591,1526,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1503,Kunadacs,"község","Bács-Kiskun","Kunszentmiklósi",8990.0,1345,708,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1504,"Kunágota","község","Békés","Mezőkovácsházai",6396.0,2274,1242,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1505,Kunbaja,"község","Bács-Kiskun","Bácsalmási",3372.0,1352,703,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1506,Kunbaracs,"község","Bács-Kiskun","Kecskeméti",5511.0,665,384,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1507,Kuncsorba,"község","Jász-Nagykun-Szolnok","Törökszentmiklósi",3363.0,532,287,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1508,"Kunfehértó","község","Bács-Kiskun",Kiskunhalasi,7837.0,2043,1045,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1509,Kunhegyes,"város","Jász-Nagykun-Szolnok",Kunhegyesi,14893.0,6829,3255,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1510,Kunmadaras,"nagyközség","Jász-Nagykun-Szolnok",Karcagi,15355.0,4908,1985,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1511,"Kunpeszér","község","Bács-Kiskun","Kunszentmiklósi",7755.0,766,372,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1512,"Kunszállás","község","Bács-Kiskun","Kecskeméti",2085.0,1702,766,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1513,"Kunszentmárton","város","Jász-Nagykun-Szolnok","Kunszentmártoni",14365.0,7159,3970,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1514,"Kunszentmiklós","város","Bács-Kiskun","Kunszentmiklósi",17211.0,8110,3586,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1515,Kunsziget,"község","Győr-Moson-Sopron","Győri",1787.0,1449,507,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1516,Kup,"község","Veszprém","Pápai",2478.0,415,176,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1517,Kupa,"község","Borsod-Abaúj-Zemplén","Szikszói",784.0,152,79,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1518,Kurd,"község",Tolna,"Dombóvári",3119.0,990,466,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1519,"Kurityán","község","Borsod-Abaúj-Zemplén",Kazincbarcikai,754.0,1443,602,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1520,"Kustánszeg","község",Zala,Zalaegerszegi,1142.0,461,221,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1521,Kutas,"község",Somogy,"Nagyatádi",3655.0,1254,510,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1522,"Kutasó","község","Nógrád","Pásztói",605.0,85,69,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1523,"Kübekháza","község","Csongrád-Csanád",Szegedi,2732.0,1460,580,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1524,"Külsősárd","község",Zala,Lenti,152.0,58,36,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1525,"Külsővat","község","Veszprém","Pápai",1931.0,773,256,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1526,"Küngös","község","Veszprém","Balatonalmádi",948.0,489,181,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1527,"Lábatlan","város","Komárom-Esztergom",Esztergomi,2637.0,4888,2106,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1528,"Lábod","község",Somogy,"Nagyatádi",6651.0,1768,749,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1529,"Lácacséke","község","Borsod-Abaúj-Zemplén","Cigándi",1625.0,254,104,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1530,Lad,"község",Somogy,Barcsi,2235.0,535,267,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1531,"Ladánybene","község","Bács-Kiskun","Kecskeméti",4074.0,1698,754,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1532,"Ládbesenyő","község","Borsod-Abaúj-Zemplén","Edelényi",1040.0,270,125,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1533,"Lajoskomárom","nagyközség","Fejér",Enyingi,7567.0,1901,862,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1534,Lajosmizse,"város","Bács-Kiskun","Kecskeméti",16466.0,11659,4956,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
1535,Lak,"község","Borsod-Abaúj-Zemplén","Edelényi",1976.0,630,197,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1536,Lakhegy,"község",Zala,Zalaegerszegi,860.0,434,224,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1537,Lakitelek,"nagyközség","Bács-Kiskun","Tiszakécskei",5466.0,4862,2269,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1538,"Lakócsa","község",Somogy,Barcsi,2532.0,499,239,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1539,"Lánycsók","község",Baranya,"Mohácsi",2540.0,2194,891,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1540,"Lápafő","község",Tolna,"Dombóvári",931.0,146,84,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1541,"Lapáncsa","község",Baranya,"Siklósi",436.0,156,72,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1542,Laskod,"község","Szabolcs-Szatmár-Bereg","Baktalórántházai",1359.0,795,380,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1543,Lasztonya,"község",Zala,Letenyei,877.0,49,42,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1544,"Látrány","község",Somogy,"Fonyódi",2231.0,1316,594,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1545,"Lázi","község","Győr-Moson-Sopron",Pannonhalmi,1679.0,507,209,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1546,"Leányfalu","nagyközség",Pest,Szentendrei,1537.0,3990,1764,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1547,"Leányvár","község","Komárom-Esztergom",Esztergomi,725.0,1778,641,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1548,"Lébény","város","Győr-Moson-Sopron","Mosonmagyaróvári",8139.0,3230,1318,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1549,"Legénd","község","Nógrád","Rétsági",1841.0,441,248,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1550,"Legyesbénye","község","Borsod-Abaúj-Zemplén",Szerencsi,2031.0,1387,618,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1551,"Léh","község","Borsod-Abaúj-Zemplén","Szikszói",843.0,429,156,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1552,"Lénárddaróc","község","Borsod-Abaúj-Zemplén","Ózdi",516.0,243,155,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1553,Lendvadedes,"község",Zala,Lenti,402.0,32,29,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1554,Lendvajakabfa,"község",Zala,Lenti,620.0,31,37,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1555,Lengyel,"község",Tolna,"Bonyhádi",2003.0,472,235,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1556,"Lengyeltóti","város",Somogy,"Fonyódi",3957.0,2915,1223,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1557,Lenti,"város",Zala,Lenti,7379.0,6955,3954,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1558,"Lepsény","nagyközség","Fejér",Enyingi,3908.0,3055,1213,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1559,Lesencefalu,"község","Veszprém",Tapolcai,718.0,294,152,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1560,"Lesenceistvánd","község","Veszprém",Tapolcai,1739.0,940,386,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1561,Lesencetomaj,"község","Veszprém",Tapolcai,2408.0,1001,374,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1562,"Létavértes","város","Hajdú-Bihar",Derecskei,11661.0,6756,2631,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1563,Letenye,"város",Zala,Letenyei,4174.0,3745,1564,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1564,"Letkés","község",Pest,Szobi,2456.0,1043,431,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1565,"Levél","község","Győr-Moson-Sopron","Mosonmagyaróvári",2492.0,2583,913,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1566,Levelek,"nagyközség","Szabolcs-Szatmár-Bereg","Baktalórántházai",2572.0,2713,950,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1567,Libickozma,"község",Somogy,Marcali,2297.0,31,52,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1568,"Lickóvadamos","község",Zala,Zalaegerszegi,669.0,195,124,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1569,Liget,"község",Baranya,"Komlói",1207.0,363,143,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1570,Ligetfalva,"község",Zala,Keszthelyi,473.0,63,39,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1571,"Lipót","község","Győr-Moson-Sopron","Mosonmagyaróvári",1609.0,798,352,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1572,"Lippó","község",Baranya,"Mohácsi",1453.0,454,206,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1573,"Liptód","község",Baranya,"Bólyi",1499.0,177,127,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1574,"Lispeszentadorján","község",Zala,Letenyei,914.0,229,158,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1575,"Liszó","község",Zala,Nagykanizsai,2591.0,348,171,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1576,"Litér","község","Veszprém","Balatonalmádi",1283.0,2208,774,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
1577,Litka,"község","Borsod-Abaúj-Zemplén",Encsi,666.0,33,37,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1578,Litke,"község","Nógrád","Salgótarjáni",1816.0,746,328,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1579,"Lócs","község",Vas,"Kőszegi",513.0,145,100,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1580,"Lókút","község","Veszprém",Zirci,1811.0,476,226,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1581,"Lónya","község","Szabolcs-Szatmár-Bereg","Vásárosnaményi",3548.0,674,387,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1582,"Lórév","község",Pest,"Ráckevei",988.0,303,123,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
1583,"Lothárd","község",Baranya,"Pécsi",1046.0,238,111,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
